2023-11-06 01:45:29.712 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-06 01:45:29.716 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-06 01:45:29.719 INFO  [restartedMain] [c.chunjae.project05.Project05Application] - Started Project05Application in 0.405 seconds (JVM running for 650.461)
2023-11-06 01:45:29.720 INFO  [restartedMain] [o.s.b.d.a.ConditionEvaluationDeltaLoggingListener] - Condition evaluation unchanged
2023-11-06 01:45:30.394 INFO  [http-nio-8085-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-06 01:45:30.394 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-06 01:45:30.394 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 0 ms
2023-11-06 01:45:30.395 INFO  [http-nio-8085-exec-1] [com.zaxxer.hikari.HikariDataSource] - HikariPool-10 - Starting...
2023-11-06 01:45:30.399 INFO  [http-nio-8085-exec-1] [com.zaxxer.hikari.HikariDataSource] - HikariPool-10 - Start completed.
2023-11-06 01:47:02.129 INFO  [File Watcher] [o.s.b.d.a.LocalDevToolsAutoConfiguration$RestartingClassPathChangeChangedEventListener] - Restarting due to 56 class path changes (0 additions, 0 deletions, 56 modifications)
2023-11-06 01:47:02.142 INFO  [Thread-67] [o.apache.coyote.http11.Http11NioProtocol] - Pausing ProtocolHandler ["http-nio-8085"]
2023-11-06 01:47:02.142 INFO  [Thread-67] [org.apache.catalina.core.StandardService] - Stopping service [Tomcat]
2023-11-06 01:47:02.142 INFO  [Thread-67] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Destroying Spring FrameworkServlet 'dispatcherServlet'
2023-11-06 01:47:02.146 WARN  [Thread-67] [o.a.c.loader.WebappClassLoaderBase] - The web application [ROOT] appears to have started a thread named [HikariPool-10 housekeeper] but has failed to stop it. This is very likely to create a memory leak. Stack trace of thread:
 java.base@17.0.7/jdk.internal.misc.Unsafe.park(Native Method)
 java.base@17.0.7/java.util.concurrent.locks.LockSupport.parkNanos(LockSupport.java:252)
 java.base@17.0.7/java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.awaitNanos(AbstractQueuedSynchronizer.java:1672)
 java.base@17.0.7/java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue.take(ScheduledThreadPoolExecutor.java:1182)
 java.base@17.0.7/java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue.take(ScheduledThreadPoolExecutor.java:899)
 java.base@17.0.7/java.util.concurrent.ThreadPoolExecutor.getTask(ThreadPoolExecutor.java:1062)
 java.base@17.0.7/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1122)
 java.base@17.0.7/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:635)
 java.base@17.0.7/java.lang.Thread.run(Thread.java:833)
2023-11-06 01:47:02.146 INFO  [Thread-67] [o.apache.coyote.http11.Http11NioProtocol] - Stopping ProtocolHandler ["http-nio-8085"]
2023-11-06 01:47:02.148 INFO  [Thread-67] [o.apache.coyote.http11.Http11NioProtocol] - Destroying ProtocolHandler ["http-nio-8085"]
2023-11-06 01:47:02.148 INFO  [Thread-67] [com.zaxxer.hikari.HikariDataSource] - HikariPool-10 - Shutdown initiated...
2023-11-06 01:47:02.151 INFO  [Thread-67] [com.zaxxer.hikari.HikariDataSource] - HikariPool-10 - Shutdown completed.
2023-11-06 01:47:02.206 INFO  [restartedMain] [c.chunjae.project05.Project05Application] - Starting Project05Application using Java 17.0.7 on Novah with PID 17912 (C:\Dev\IdeaProjects\project\personal\project5\project05\build\classes\java\main started by soumu in C:\Dev\IdeaProjects\project\personal\project5\project05)
2023-11-06 01:47:02.206 INFO  [restartedMain] [c.chunjae.project05.Project05Application] - No active profile set, falling back to 1 default profile: "default"
2023-11-06 01:47:02.398 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8085 (http)
2023-11-06 01:47:02.399 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8085"]
2023-11-06 01:47:02.399 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-06 01:47:02.399 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-06 01:47:02.449 INFO  [restartedMain] [org.apache.jasper.servlet.TldScanner] - At least one JAR was scanned for TLDs yet contained no TLDs. Enable debug logging for this logger for a complete list of JARs that were scanned but no TLDs were found in them. Skipping unneeded JARs during scanning can improve startup time and JSP compilation time.
2023-11-06 01:47:02.451 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-06 01:47:02.451 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 244 ms
2023-11-06 01:47:02.531 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@5df58832, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@46c68b0b, org.springframework.security.web.context.SecurityContextPersistenceFilter@7143123d, org.springframework.security.web.header.HeaderWriterFilter@3ba518cf, org.springframework.security.web.csrf.CsrfFilter@3dbc6238, org.springframework.security.web.authentication.logout.LogoutFilter@64920948, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@53b2b715, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@3104c33a, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@22f4d6b5, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@423e121, org.springframework.security.web.session.SessionManagementFilter@2fb01851, org.springframework.security.web.access.ExceptionTranslationFilter@6784e077, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@35ceed27]
2023-11-06 01:47:02.566 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-06 01:47:02.570 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-06 01:47:02.573 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-06 01:47:02.576 INFO  [restartedMain] [c.chunjae.project05.Project05Application] - Started Project05Application in 0.387 seconds (JVM running for 743.318)
2023-11-06 01:47:02.577 INFO  [restartedMain] [o.s.b.d.a.ConditionEvaluationDeltaLoggingListener] - Condition evaluation unchanged
2023-11-06 01:47:02.638 INFO  [http-nio-8085-exec-2] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-06 01:47:02.638 INFO  [http-nio-8085-exec-2] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-06 01:47:02.639 INFO  [http-nio-8085-exec-2] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 1 ms
2023-11-06 01:47:02.640 INFO  [http-nio-8085-exec-2] [com.zaxxer.hikari.HikariDataSource] - HikariPool-11 - Starting...
2023-11-06 01:47:02.643 INFO  [http-nio-8085-exec-2] [com.zaxxer.hikari.HikariDataSource] - HikariPool-11 - Start completed.
2023-11-06 01:47:12.258 INFO  [File Watcher] [o.s.b.d.a.LocalDevToolsAutoConfiguration$RestartingClassPathChangeChangedEventListener] - Restarting due to 56 class path changes (0 additions, 0 deletions, 56 modifications)
2023-11-06 01:47:12.266 INFO  [Thread-71] [o.apache.coyote.http11.Http11NioProtocol] - Pausing ProtocolHandler ["http-nio-8085"]
2023-11-06 01:47:12.267 INFO  [Thread-71] [org.apache.catalina.core.StandardService] - Stopping service [Tomcat]
2023-11-06 01:47:12.267 INFO  [Thread-71] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Destroying Spring FrameworkServlet 'dispatcherServlet'
2023-11-06 01:47:12.269 WARN  [Thread-71] [o.a.c.loader.WebappClassLoaderBase] - The web application [ROOT] appears to have started a thread named [HikariPool-11 housekeeper] but has failed to stop it. This is very likely to create a memory leak. Stack trace of thread:
 java.base@17.0.7/jdk.internal.misc.Unsafe.park(Native Method)
 java.base@17.0.7/java.util.concurrent.locks.LockSupport.parkNanos(LockSupport.java:252)
 java.base@17.0.7/java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.awaitNanos(AbstractQueuedSynchronizer.java:1672)
 java.base@17.0.7/java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue.take(ScheduledThreadPoolExecutor.java:1182)
 java.base@17.0.7/java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue.take(ScheduledThreadPoolExecutor.java:899)
 java.base@17.0.7/java.util.concurrent.ThreadPoolExecutor.getTask(ThreadPoolExecutor.java:1062)
 java.base@17.0.7/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1122)
 java.base@17.0.7/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:635)
 java.base@17.0.7/java.lang.Thread.run(Thread.java:833)
2023-11-06 01:47:12.269 INFO  [Thread-71] [o.apache.coyote.http11.Http11NioProtocol] - Stopping ProtocolHandler ["http-nio-8085"]
2023-11-06 01:47:12.270 INFO  [Thread-71] [o.apache.coyote.http11.Http11NioProtocol] - Destroying ProtocolHandler ["http-nio-8085"]
2023-11-06 01:47:12.271 INFO  [Thread-71] [com.zaxxer.hikari.HikariDataSource] - HikariPool-11 - Shutdown initiated...
2023-11-06 01:47:12.273 INFO  [Thread-71] [com.zaxxer.hikari.HikariDataSource] - HikariPool-11 - Shutdown completed.
2023-11-06 01:47:12.331 INFO  [restartedMain] [c.chunjae.project05.Project05Application] - Starting Project05Application using Java 17.0.7 on Novah with PID 17912 (C:\Dev\IdeaProjects\project\personal\project5\project05\build\classes\java\main started by soumu in C:\Dev\IdeaProjects\project\personal\project5\project05)
2023-11-06 01:47:12.331 INFO  [restartedMain] [c.chunjae.project05.Project05Application] - No active profile set, falling back to 1 default profile: "default"
2023-11-06 01:47:12.517 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8085 (http)
2023-11-06 01:47:12.518 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8085"]
2023-11-06 01:47:12.518 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-06 01:47:12.518 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-06 01:47:12.566 INFO  [restartedMain] [org.apache.jasper.servlet.TldScanner] - At least one JAR was scanned for TLDs yet contained no TLDs. Enable debug logging for this logger for a complete list of JARs that were scanned but no TLDs were found in them. Skipping unneeded JARs during scanning can improve startup time and JSP compilation time.
2023-11-06 01:47:12.568 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-06 01:47:12.568 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 236 ms
2023-11-06 01:47:12.643 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@ff44f72, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@48db7595, org.springframework.security.web.context.SecurityContextPersistenceFilter@56249c05, org.springframework.security.web.header.HeaderWriterFilter@46cc52e9, org.springframework.security.web.csrf.CsrfFilter@84f28d9, org.springframework.security.web.authentication.logout.LogoutFilter@5864389d, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@248832c7, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4abb1314, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@6ec44bb0, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1861133f, org.springframework.security.web.session.SessionManagementFilter@275c71d7, org.springframework.security.web.access.ExceptionTranslationFilter@14f11e53, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@49c32534]
2023-11-06 01:47:12.677 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-06 01:47:12.682 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-06 01:47:12.685 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-06 01:47:12.687 INFO  [restartedMain] [c.chunjae.project05.Project05Application] - Started Project05Application in 0.375 seconds (JVM running for 753.43)
2023-11-06 01:47:12.688 INFO  [restartedMain] [o.s.b.d.a.ConditionEvaluationDeltaLoggingListener] - Condition evaluation unchanged
2023-11-06 01:47:29.311 INFO  [http-nio-8085-exec-2] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-06 01:47:29.311 INFO  [http-nio-8085-exec-2] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-06 01:47:29.312 INFO  [http-nio-8085-exec-2] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 1 ms
2023-11-06 01:47:29.313 INFO  [http-nio-8085-exec-2] [com.zaxxer.hikari.HikariDataSource] - HikariPool-12 - Starting...
2023-11-06 01:47:29.316 INFO  [http-nio-8085-exec-2] [com.zaxxer.hikari.HikariDataSource] - HikariPool-12 - Start completed.
2023-11-06 01:47:29.586 INFO  [File Watcher] [o.s.b.d.a.LocalDevToolsAutoConfiguration$RestartingClassPathChangeChangedEventListener] - Restarting due to 56 class path changes (0 additions, 0 deletions, 56 modifications)
2023-11-06 01:47:29.592 INFO  [Thread-75] [o.apache.coyote.http11.Http11NioProtocol] - Pausing ProtocolHandler ["http-nio-8085"]
2023-11-06 01:47:29.592 INFO  [Thread-75] [org.apache.catalina.core.StandardService] - Stopping service [Tomcat]
2023-11-06 01:47:29.592 INFO  [Thread-75] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Destroying Spring FrameworkServlet 'dispatcherServlet'
2023-11-06 01:47:29.595 WARN  [Thread-75] [o.a.c.loader.WebappClassLoaderBase] - The web application [ROOT] appears to have started a thread named [HikariPool-12 housekeeper] but has failed to stop it. This is very likely to create a memory leak. Stack trace of thread:
 java.base@17.0.7/jdk.internal.misc.Unsafe.park(Native Method)
 java.base@17.0.7/java.util.concurrent.locks.LockSupport.parkNanos(LockSupport.java:252)
 java.base@17.0.7/java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.awaitNanos(AbstractQueuedSynchronizer.java:1672)
 java.base@17.0.7/java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue.take(ScheduledThreadPoolExecutor.java:1182)
 java.base@17.0.7/java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue.take(ScheduledThreadPoolExecutor.java:899)
 java.base@17.0.7/java.util.concurrent.ThreadPoolExecutor.getTask(ThreadPoolExecutor.java:1062)
 java.base@17.0.7/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1122)
 java.base@17.0.7/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:635)
 java.base@17.0.7/java.lang.Thread.run(Thread.java:833)
2023-11-06 01:47:29.596 WARN  [Thread-75] [o.a.c.loader.WebappClassLoaderBase] - The web application [ROOT] appears to have started a thread named [HikariPool-12 connection adder] but has failed to stop it. This is very likely to create a memory leak. Stack trace of thread:
 java.base@17.0.7/jdk.internal.misc.Unsafe.park(Native Method)
 java.base@17.0.7/java.util.concurrent.locks.LockSupport.parkNanos(LockSupport.java:252)
 java.base@17.0.7/java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.awaitNanos(AbstractQueuedSynchronizer.java:1672)
 java.base@17.0.7/java.util.concurrent.LinkedBlockingQueue.poll(LinkedBlockingQueue.java:460)
 java.base@17.0.7/java.util.concurrent.ThreadPoolExecutor.getTask(ThreadPoolExecutor.java:1061)
 java.base@17.0.7/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1122)
 java.base@17.0.7/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:635)
 java.base@17.0.7/java.lang.Thread.run(Thread.java:833)
2023-11-06 01:47:29.596 INFO  [Thread-75] [o.apache.coyote.http11.Http11NioProtocol] - Stopping ProtocolHandler ["http-nio-8085"]
2023-11-06 01:47:29.598 INFO  [Thread-75] [o.apache.coyote.http11.Http11NioProtocol] - Destroying ProtocolHandler ["http-nio-8085"]
2023-11-06 01:47:29.598 INFO  [Thread-75] [com.zaxxer.hikari.HikariDataSource] - HikariPool-12 - Shutdown initiated...
2023-11-06 01:47:29.600 INFO  [Thread-75] [com.zaxxer.hikari.HikariDataSource] - HikariPool-12 - Shutdown completed.
2023-11-06 01:47:29.663 INFO  [restartedMain] [c.chunjae.project05.Project05Application] - Starting Project05Application using Java 17.0.7 on Novah with PID 17912 (C:\Dev\IdeaProjects\project\personal\project5\project05\build\classes\java\main started by soumu in C:\Dev\IdeaProjects\project\personal\project5\project05)
2023-11-06 01:47:29.663 INFO  [restartedMain] [c.chunjae.project05.Project05Application] - No active profile set, falling back to 1 default profile: "default"
2023-11-06 01:47:29.845 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8085 (http)
2023-11-06 01:47:29.845 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8085"]
2023-11-06 01:47:29.845 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-06 01:47:29.845 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-06 01:47:29.899 INFO  [restartedMain] [org.apache.jasper.servlet.TldScanner] - At least one JAR was scanned for TLDs yet contained no TLDs. Enable debug logging for this logger for a complete list of JARs that were scanned but no TLDs were found in them. Skipping unneeded JARs during scanning can improve startup time and JSP compilation time.
2023-11-06 01:47:29.900 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-06 01:47:29.900 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 235 ms
2023-11-06 01:47:29.978 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@2fda47a, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@64b4f276, org.springframework.security.web.context.SecurityContextPersistenceFilter@5cef0a6f, org.springframework.security.web.header.HeaderWriterFilter@6c862936, org.springframework.security.web.csrf.CsrfFilter@103931f1, org.springframework.security.web.authentication.logout.LogoutFilter@13448930, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@52b9a98c, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6fe70d61, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@32f55632, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@6d8a5cee, org.springframework.security.web.session.SessionManagementFilter@5000587, org.springframework.security.web.access.ExceptionTranslationFilter@38617a4, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@735f5d0b]
2023-11-06 01:47:30.013 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-06 01:47:30.019 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-06 01:47:30.022 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-06 01:47:30.025 INFO  [restartedMain] [c.chunjae.project05.Project05Application] - Started Project05Application in 0.379 seconds (JVM running for 770.767)
2023-11-06 01:47:30.025 INFO  [restartedMain] [o.s.b.d.a.ConditionEvaluationDeltaLoggingListener] - Condition evaluation unchanged
2023-11-06 01:48:15.102 INFO  [File Watcher] [o.s.b.d.a.LocalDevToolsAutoConfiguration$RestartingClassPathChangeChangedEventListener] - Restarting due to 56 class path changes (0 additions, 0 deletions, 56 modifications)
2023-11-06 01:48:15.110 INFO  [Thread-79] [o.apache.coyote.http11.Http11NioProtocol] - Pausing ProtocolHandler ["http-nio-8085"]
2023-11-06 01:48:15.110 INFO  [Thread-79] [org.apache.catalina.core.StandardService] - Stopping service [Tomcat]
2023-11-06 01:48:15.112 INFO  [Thread-79] [o.apache.coyote.http11.Http11NioProtocol] - Stopping ProtocolHandler ["http-nio-8085"]
2023-11-06 01:48:15.113 INFO  [Thread-79] [o.apache.coyote.http11.Http11NioProtocol] - Destroying ProtocolHandler ["http-nio-8085"]
2023-11-06 01:48:15.179 INFO  [restartedMain] [c.chunjae.project05.Project05Application] - Starting Project05Application using Java 17.0.7 on Novah with PID 17912 (C:\Dev\IdeaProjects\project\personal\project5\project05\build\classes\java\main started by soumu in C:\Dev\IdeaProjects\project\personal\project5\project05)
2023-11-06 01:48:15.179 INFO  [restartedMain] [c.chunjae.project05.Project05Application] - No active profile set, falling back to 1 default profile: "default"
2023-11-06 01:48:15.383 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8085 (http)
2023-11-06 01:48:15.383 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8085"]
2023-11-06 01:48:15.383 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-06 01:48:15.383 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-06 01:48:15.433 INFO  [restartedMain] [org.apache.jasper.servlet.TldScanner] - At least one JAR was scanned for TLDs yet contained no TLDs. Enable debug logging for this logger for a complete list of JARs that were scanned but no TLDs were found in them. Skipping unneeded JARs during scanning can improve startup time and JSP compilation time.
2023-11-06 01:48:15.436 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-06 01:48:15.436 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 256 ms
2023-11-06 01:48:15.526 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@2f058130, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5f106eb3, org.springframework.security.web.context.SecurityContextPersistenceFilter@617484db, org.springframework.security.web.header.HeaderWriterFilter@4727e33e, org.springframework.security.web.csrf.CsrfFilter@69b7c85b, org.springframework.security.web.authentication.logout.LogoutFilter@7de45e1d, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@42f03ec9, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@455cbe4c, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3d1a9bca, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1938eb06, org.springframework.security.web.session.SessionManagementFilter@3656675a, org.springframework.security.web.access.ExceptionTranslationFilter@451c3213, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@182bc8a7]
2023-11-06 01:48:15.563 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-06 01:48:15.568 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-06 01:48:15.572 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-06 01:48:15.575 INFO  [restartedMain] [c.chunjae.project05.Project05Application] - Started Project05Application in 0.416 seconds (JVM running for 816.317)
2023-11-06 01:48:15.575 INFO  [restartedMain] [o.s.b.d.a.ConditionEvaluationDeltaLoggingListener] - Condition evaluation unchanged
2023-11-06 01:49:05.046 INFO  [File Watcher] [o.s.b.d.a.LocalDevToolsAutoConfiguration$RestartingClassPathChangeChangedEventListener] - Restarting due to 56 class path changes (0 additions, 0 deletions, 56 modifications)
2023-11-06 01:49:05.052 INFO  [Thread-83] [o.apache.coyote.http11.Http11NioProtocol] - Pausing ProtocolHandler ["http-nio-8085"]
2023-11-06 01:49:05.052 INFO  [Thread-83] [org.apache.catalina.core.StandardService] - Stopping service [Tomcat]
2023-11-06 01:49:05.054 INFO  [Thread-83] [o.apache.coyote.http11.Http11NioProtocol] - Stopping ProtocolHandler ["http-nio-8085"]
2023-11-06 01:49:05.054 INFO  [Thread-83] [o.apache.coyote.http11.Http11NioProtocol] - Destroying ProtocolHandler ["http-nio-8085"]
2023-11-06 01:49:05.119 INFO  [restartedMain] [c.chunjae.project05.Project05Application] - Starting Project05Application using Java 17.0.7 on Novah with PID 17912 (C:\Dev\IdeaProjects\project\personal\project5\project05\build\classes\java\main started by soumu in C:\Dev\IdeaProjects\project\personal\project5\project05)
2023-11-06 01:49:05.120 INFO  [restartedMain] [c.chunjae.project05.Project05Application] - No active profile set, falling back to 1 default profile: "default"
2023-11-06 01:49:05.302 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8085 (http)
2023-11-06 01:49:05.302 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8085"]
2023-11-06 01:49:05.302 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-06 01:49:05.302 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-06 01:49:05.356 INFO  [restartedMain] [org.apache.jasper.servlet.TldScanner] - At least one JAR was scanned for TLDs yet contained no TLDs. Enable debug logging for this logger for a complete list of JARs that were scanned but no TLDs were found in them. Skipping unneeded JARs during scanning can improve startup time and JSP compilation time.
2023-11-06 01:49:05.357 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-06 01:49:05.357 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 236 ms
